                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    138,                0.59574,                0.53924,                  1.001,                0.91585,                0.85238,                0.93286,                0.76768,                0.84029,                0.65229,                 1.0132,              0.0072874,              0.0072874,              0.0072874
                    139,                0.58929,                0.53348,                0.99746,                0.90387,                0.84428,                0.93467,                0.76576,                0.82937,                0.57943,                   1.02,              0.0072676,              0.0072676,              0.0072676
                    140,                0.58717,                0.52325,                0.99279,                0.90947,                0.85293,                0.94193,                0.76249,                0.88601,                0.59303,                  1.052,              0.0072478,              0.0072478,              0.0072478
                    141,                0.59222,                0.51802,                0.98849,                0.86261,                0.87741,                0.94311,                0.78394,                0.79323,                0.58722,                0.98631,               0.007228,               0.007228,               0.007228
                    142,                 0.5912,                0.52915,                0.99124,                0.84177,                0.86505,                0.91111,                0.75159,                0.83778,                0.60221,                 1.0286,              0.0072082,              0.0072082,              0.0072082
                    143,                 0.5845,                0.50756,                0.98868,                0.90495,                0.88553,                0.92974,                0.75991,                0.83669,                0.55807,                  1.012,              0.0071884,              0.0071884,              0.0071884
                    144,                0.59037,                0.52362,                0.99279,                0.90039,                 0.8573,                0.92662,                0.77443,                0.76848,                0.60062,                  0.982,              0.0071686,              0.0071686,              0.0071686
                    145,                0.59131,                 0.5412,                0.99157,                0.90787,                0.86767,                 0.9308,                0.76234,                0.82912,                0.56101,                 1.0201,              0.0071488,              0.0071488,              0.0071488
                    146,                0.58244,                0.51237,                0.99215,                0.89371,                0.85556,                0.93903,                 0.7661,                0.84416,                0.56456,                 1.0262,               0.007129,               0.007129,               0.007129
                    147,                0.58792,                0.52895,                0.99077,                 0.8978,                0.87016,                0.94661,                0.77809,                0.84213,                0.60619,                 1.0306,              0.0071092,              0.0071092,              0.0071092
                    148,                0.58063,                0.50459,                0.98842,                0.91077,                0.86771,                0.93709,                0.77179,                0.85732,                0.56512,                 1.0427,              0.0070894,              0.0070894,              0.0070894
